,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>220.97,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>220.15,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=3.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=120.67,CUSTOMER_ID_NB_TX_30DAY_WINDOW>15.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=107.81,CUSTOMER_ID_NB_TX_1DAY_WINDOW>3.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW>1.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11,TERMINAL_ID_NB_TX_30DAY_WINDOW<=13.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=220.97,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=202.51","TX_AMOUNT<=220.97,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=116.59","TX_AMOUNT<=220.97,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=220.97,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42","TX_AMOUNT<=220.97,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","CUSTOMER_ID_NB_TX_7DAY_WINDOW>3.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=1.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=12.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=220.15,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=220.15,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=26.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>3.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=8.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>3.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=22.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>3.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=112.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=15.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=8.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=15.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=19.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=47.17","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=15.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=1.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=13.50"
2471,6.36,1.0,6.3600000000000145,2.0,20.914999999999992,3.0,31.086666666666655,0.0,0.0,5.0,0.0,22.0,0.0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2472,116.85,2.0,102.17000000000002,7.0,70.16000000000001,30.0,69.9336666666667,0.0,0.0,2.0,0.0,18.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2473,43.64,1.0,43.6400000000001,16.0,42.46250000000001,86.0,38.44197674418605,1.0,0.0,4.0,0.0,18.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2474,75.87,5.0,95.48400000000001,23.0,80.4169565217391,82.0,76.87256097560979,0.0,0.0,4.0,0.0,27.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2475,70.99,4.0,85.755,26.0,74.23884615384614,100.0,71.68410000000003,0.0,0.0,7.0,0.0,23.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2476,96.09,5.0,63.13600000000001,32.0,63.09531250000003,137.0,55.72890510948903,0.0,0.0,4.0,0.0,17.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2477,103.31,4.0,81.18999999999994,23.0,91.01086956521749,101.0,91.60396039603962,0.0,0.0,3.0,0.0,17.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2478,97.4,1.0,97.39999999999992,10.0,103.58800000000004,40.0,84.14325,0.0,0.0,5.0,0.0,24.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2479,20.76,5.0,9.985999999999999,26.0,12.098461538461532,91.0,12.060989010989013,1.0,0.0,7.0,0.0,16.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2480,42.65,5.0,35.40999999999998,27.0,33.08518518518519,101.0,32.500396039603935,0.0,0.0,5.0,0.0,20.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2481,5.38,5.0,85.02399999999997,16.0,90.113125,62.0,92.68693548387098,3.0,0.0,13.0,0.0,42.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2482,138.43,2.0,157.45,3.0,110.84666666666662,24.0,85.21416666666667,1.0,0.0,5.0,0.0,11.0,0.0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2483,19.7,5.0,72.276,19.0,81.35263157894735,68.0,74.46529411764705,1.0,0.0,1.0,0.0,13.0,0.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1
2484,30.68,1.0,30.68000000000005,16.0,62.27375000000005,80.0,56.40837500000005,0.0,0.0,3.0,0.0,13.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2485,64.18,2.0,77.6149999999999,11.0,73.03454545454548,48.0,82.53937499999999,1.0,0.0,4.0,0.0,21.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2486,25.35,5.0,27.27000000000001,31.0,28.661935483870966,136.0,25.053970588235273,0.0,0.0,6.0,0.0,23.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2487,49.03,3.0,47.39333333333349,17.0,47.44588235294117,107.0,47.290186915887936,0.0,0.0,5.0,0.0,21.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2488,7.04,3.0,4.886666666666672,11.0,6.728181818181815,48.0,8.062291666666667,0.0,0.0,6.0,0.0,26.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2489,84.71,4.0,66.03500000000003,17.0,59.66882352941179,73.0,54.0132876712329,0.0,0.0,3.0,0.0,16.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2490,17.21,3.0,20.133333333333336,12.0,24.32333333333332,38.0,24.718947368421052,0.0,0.0,1.0,0.0,14.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2491,16.64,6.0,13.721666666666662,21.0,20.386190476190443,87.0,22.168735632183896,0.0,0.0,4.0,0.0,21.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2492,43.86,2.0,50.79999999999994,8.0,77.76125000000002,32.0,74.98406249999995,1.0,0.0,7.0,0.0,16.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2493,53.65,4.0,34.70750000000003,15.0,30.910666666666664,70.0,28.220142857142847,0.0,0.0,3.0,0.0,22.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2494,112.59,2.0,105.01000000000002,4.0,82.78250000000006,20.0,81.05800000000004,0.0,0.0,1.0,0.0,9.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
2495,7.16,2.0,19.340000000000007,3.0,33.713333333333345,18.0,71.83111111111113,3.0,0.0,7.0,0.0,24.0,0.0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2496,44.15,5.0,66.76599999999999,22.0,69.41409090909087,111.0,76.04333333333338,1.0,0.0,2.0,0.0,20.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2497,17.42,5.0,32.27000000000002,21.0,34.94714285714285,84.0,32.497261904761906,4.0,0.0,7.0,0.0,20.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2498,1.55,3.0,3.5099999999999887,19.0,6.137368421052631,97.0,7.4967010309278335,0.0,0.0,7.0,0.0,26.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2499,56.44,3.0,67.61000000000007,17.0,90.59764705882354,76.0,79.2240789473684,0.0,0.0,4.0,0.0,21.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2500,89.87,4.0,81.17750000000005,25.0,81.32799999999993,95.0,72.05715789473685,1.0,0.0,5.0,0.0,20.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2501,28.68,2.0,26.08000000000001,9.0,30.604444444444432,34.0,24.114705882352943,1.0,0.0,8.0,0.0,26.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2502,77.7,5.0,46.21800000000002,26.0,66.28230769230768,87.0,60.326551724137964,0.0,0.0,2.0,0.0,13.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2503,106.53,9.0,92.01444444444449,26.0,81.53961538461543,109.0,87.55550458715595,1.0,0.0,4.0,0.0,16.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2504,102.65,7.0,88.52,28.0,82.50214285714286,107.0,83.95934579439255,1.0,0.0,5.0,0.0,24.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2505,122.16,8.0,79.72749999999998,25.0,87.1004,97.0,90.9415463917526,1.0,0.0,3.0,0.0,25.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2506,39.55,8.0,59.49375000000001,26.0,57.61038461538461,106.0,56.75622641509435,2.0,0.0,3.0,0.0,15.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2507,60.48,5.0,54.906000000000006,37.0,53.769999999999996,131.0,48.07633587786265,0.0,0.0,1.0,0.0,21.0,0.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2508,45.57,1.0,45.56999999999993,8.0,70.41750000000003,45.0,59.27311111111115,1.0,0.0,3.0,0.0,11.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2509,129.04,3.0,107.25666666666667,14.0,109.20714285714287,56.0,93.4208928571429,0.0,0.0,0.0,0.0,16.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2510,10.16,5.0,7.979999999999999,20.0,7.954000000000005,96.0,8.265520833333333,1.0,0.0,4.0,0.0,18.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2511,54.29,5.0,73.40400000000002,21.0,58.6661904761905,107.0,57.2720560747664,0.0,0.0,0.0,0.0,17.0,0.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2512,122.92,2.0,112.79500000000006,19.0,98.68157894736844,79.0,89.00658227848096,0.0,0.0,5.0,0.0,13.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2513,6.24,4.0,19.51249999999999,13.0,36.48846153846153,61.0,40.46000000000002,1.0,0.0,4.0,0.0,23.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2514,114.46,4.0,88.40750000000007,22.0,80.58727272727273,116.0,79.6281034482759,1.0,0.0,7.0,0.0,25.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2515,3.83,1.0,3.8299999999999867,16.0,16.05125000000001,85.0,17.65976470588235,3.0,0.0,7.0,0.0,24.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2516,102.71,6.0,87.97166666666665,17.0,90.85411764705883,63.0,92.84603174603177,1.0,0.0,6.0,0.0,18.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2517,45.11,4.0,37.042499999999954,19.0,60.94526315789475,109.0,53.4268807339449,0.0,0.0,1.0,0.0,12.0,0.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
2518,54.79,3.0,58.886666666666635,22.0,55.148181818181804,90.0,51.85022222222221,2.0,0.0,5.0,0.0,19.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2519,56.01,2.0,74.175,12.0,76.68000000000002,68.0,79.01573529411768,0.0,0.0,1.0,0.0,17.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2520,53.68,5.0,40.84400000000004,18.0,51.57722222222222,59.0,54.257796610169514,0.0,0.0,3.0,0.0,9.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2521,60.1,1.0,60.0999999999999,4.0,62.63499999999998,21.0,74.86761904761906,1.0,0.0,2.0,0.0,13.0,0.07692307692307693,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2522,94.62,3.0,92.39333333333333,8.0,62.495000000000005,19.0,53.00631578947368,1.0,0.0,3.0,0.0,14.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2523,33.88,1.0,33.88,4.0,72.94000000000001,14.0,82.11857142857143,0.0,0.0,4.0,0.0,19.0,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2524,17.15,8.0,17.74125,29.0,18.475517241379325,105.0,19.34514285714285,1.0,0.0,4.0,0.0,19.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2525,108.09,3.0,76.32666666666667,15.0,65.36133333333325,66.0,67.92348484848483,3.0,0.0,8.0,0.0,29.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2526,72.35,3.0,46.11333333333335,18.0,45.22611111111111,46.0,38.87565217391304,0.0,0.0,4.0,0.0,17.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2527,12.94,4.0,53.94250000000005,18.0,86.28333333333335,77.0,78.36324675324673,1.0,0.0,9.0,0.0,38.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2528,59.92,6.0,36.87833333333335,22.0,36.082272727272716,85.0,32.81988235294118,0.0,0.0,3.0,0.0,21.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2529,95.66,3.0,80.98333333333308,29.0,79.63724137931038,129.0,81.77790697674415,1.0,0.0,10.0,0.0,23.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2530,7.86,2.0,8.920000000000028,9.0,24.78111111111113,50.0,26.471200000000003,0.0,0.0,4.0,0.0,16.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2531,120.76,3.0,121.2666666666667,17.0,89.10235294117649,83.0,86.35301204819278,0.0,0.0,1.0,0.0,17.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2532,19.9,4.0,35.22500000000001,30.0,31.98066666666665,116.0,36.47060344827583,1.0,0.0,6.0,0.0,23.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2533,37.47,3.0,58.196666666666594,26.0,61.670769230769224,94.0,55.941914893617,0.0,0.0,4.0,0.0,17.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2534,12.96,1.0,12.960000000000006,7.0,11.962857142857144,31.0,12.160967741935485,0.0,0.0,3.0,0.0,20.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2535,38.36,4.0,123.22000000000013,26.0,100.57269230769225,81.0,94.72283950617292,0.0,0.0,2.0,0.0,12.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2536,68.93,5.0,75.23599999999986,33.0,92.20333333333326,108.0,90.65342592592593,2.0,0.0,9.0,0.0,29.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2537,11.76,3.0,9.286666666666656,24.0,9.836666666666666,85.0,9.043882352941173,1.0,0.0,4.0,0.0,15.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2538,69.4,3.0,71.10666666666673,22.0,82.3459090909091,80.0,74.36437499999997,3.0,0.0,5.0,0.0,22.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2539,56.11,3.0,50.496666666666634,23.0,51.60652173913043,96.0,53.048125000000034,1.0,1.0,4.0,0.25,17.0,0.058823529411764705,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0
2540,16.25,5.0,16.251999999999992,22.0,18.826818181818165,107.0,19.029439252336452,0.0,0.0,3.0,0.0,22.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2541,80.67,7.0,101.72285714285714,18.0,91.00333333333333,67.0,86.87865671641785,1.0,0.0,3.0,0.0,22.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
2542,85.25,4.0,55.10250000000002,8.0,52.99249999999998,54.0,36.906296296296304,2.0,0.0,8.0,0.0,25.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2543,61.37,3.0,69.97000000000003,17.0,58.54999999999997,91.0,59.8910989010989,0.0,0.0,4.0,0.0,25.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2544,43.98,5.0,48.20000000000003,29.0,48.227586206896554,100.0,45.94630000000003,0.0,0.0,3.0,0.0,32.0,0.0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2545,42.94,1.0,42.94000000000044,26.0,59.27153846153845,97.0,66.76979381443296,0.0,0.0,3.0,0.0,14.0,0.0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2546,96.2,7.0,61.31714285714289,21.0,55.17619047619052,85.0,58.561411764705866,1.0,0.0,5.0,0.0,15.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
