,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>219.05,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=221.45,CUSTOMER_ID_NB_TX_7DAY_WINDOW>16.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=118.06,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=140.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=107.90,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.76,TERMINAL_ID_NB_TX_30DAY_WINDOW<=19.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.14,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=219.05,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=133.47","TX_AMOUNT<=219.05,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=128.69","TX_AMOUNT<=219.05,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=111.57","TX_AMOUNT<=219.05,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=219.05,TERMINAL_ID_RISK_7DAY_WINDOW<=0.76","TX_AMOUNT<=219.05,TERMINAL_ID_RISK_30DAY_WINDOW<=0.14","CUSTOMER_ID_NB_TX_30DAY_WINDOW>140.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>5.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=29.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>7.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=31.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>118.06,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=82.30","CUSTOMER_ID_NB_TX_30DAY_WINDOW>140.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=90.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW>140.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=11.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=97.93","TERMINAL_ID_NB_TX_1DAY_WINDOW>2.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_30DAY_WINDOW<=26.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_RISK_30DAY_WINDOW<=0.25","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.14,TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.00"
5140,30.12,3.0,31.19666666666664,20.0,31.769500000000004,85.0,30.238117647058814,3.0,0.0,4.0,0.0,21.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5141,11.84,2.0,8.589999999999984,19.0,11.410000000000009,72.0,12.306111111111115,0.0,0.0,2.0,0.0,15.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5142,23.94,6.0,26.936666666666657,33.0,35.95939393939392,114.0,41.528684210526336,0.0,0.0,6.0,0.0,12.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,130.77,7.0,113.53714285714283,26.0,102.68576923076918,89.0,97.04067415730344,1.0,0.0,5.0,0.0,20.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5144,92.39,5.0,91.45799999999994,28.0,105.1057142857143,122.0,96.58967213114745,0.0,0.0,3.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5145,10.96,4.0,13.425000000000002,26.0,10.596153846153843,110.0,12.565363636363628,0.0,0.0,4.0,0.0,16.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5146,31.04,5.0,77.12599999999996,24.0,64.81958333333327,93.0,75.56645161290321,2.0,0.0,5.0,0.0,31.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,17.21,5.0,12.718,16.0,10.586875000000012,66.0,12.023181818181822,0.0,0.0,2.0,0.0,13.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5148,15.2,3.0,19.639999999999997,9.0,29.89666666666669,49.0,35.603673469387765,1.0,0.0,4.0,0.0,20.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,85.06,3.0,52.40666666666664,10.0,53.33700000000001,55.0,56.71527272727275,2.0,0.0,5.0,0.0,21.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5150,34.63,3.0,54.88999999999996,25.0,61.9964,107.0,59.08626168224297,0.0,0.0,4.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5151,26.28,3.0,102.33666666666666,13.0,79.4353846153846,38.0,81.22815789473687,2.0,0.0,11.0,0.0,25.0,0.0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5152,44.33,3.0,91.48000000000006,22.0,112.21863636363638,102.0,98.77166666666673,0.0,0.0,4.0,0.0,19.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5153,20.11,3.0,38.980000000000025,16.0,34.68624999999998,75.0,30.54746666666669,0.0,0.0,5.0,0.0,25.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5154,102.19,5.0,86.43599999999998,23.0,101.321304347826,84.0,104.86559523809521,0.0,0.0,5.0,0.0,40.0,0.025,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,39.54,5.0,90.78599999999997,23.0,97.62478260869568,84.0,91.8744047619048,0.0,0.0,3.0,0.0,14.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5156,95.11,7.0,96.17142857142859,36.0,87.23611111111106,125.0,86.42904000000007,1.0,0.0,5.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5157,20.66,3.0,20.35999999999996,27.0,25.38481481481481,127.0,22.93519685039373,2.0,0.0,3.0,0.0,13.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5158,43.18,5.0,62.674000000000014,21.0,62.6938095238095,116.0,61.36284482758615,0.0,0.0,4.0,0.0,23.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5159,66.65,1.0,66.65000000000003,7.0,104.24142857142856,13.0,95.57384615384619,0.0,0.0,5.0,0.0,12.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5160,68.9,5.0,67.17800000000007,26.0,63.748461538461505,116.0,62.98413793103446,1.0,0.0,5.0,0.0,19.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,33.9,3.0,40.5733333333333,20.0,39.03300000000001,64.0,45.99562499999998,0.0,0.0,6.0,0.0,28.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5162,47.21,2.0,41.62000000000002,15.0,39.19933333333333,69.0,41.42521739130433,0.0,0.0,4.0,0.0,24.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,90.41,1.0,90.4099999999999,7.0,86.95714285714291,34.0,78.34029411764709,1.0,0.0,1.0,0.0,13.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5164,99.64,3.0,78.70333333333333,10.0,78.81499999999997,32.0,74.6675,3.0,0.0,7.0,0.0,27.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5165,95.89,6.0,79.90666666666665,30.0,64.24433333333332,122.0,61.765245901639375,0.0,0.0,7.0,0.0,20.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5166,43.38,2.0,47.07999999999997,11.0,66.40545454545455,48.0,61.810625000000016,1.0,0.0,6.0,0.0,23.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5167,63.62,1.0,63.62000000000001,19.0,63.18947368421053,77.0,70.60727272727274,1.0,0.0,5.0,0.0,20.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5168,70.05,1.0,70.04999999999981,14.0,58.93214285714282,63.0,62.16793650793644,0.0,0.0,3.0,0.0,18.0,0.05555555555555555,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5169,82.22,6.0,67.15999999999998,14.0,63.54571428571434,69.0,73.85971014492753,1.0,0.0,6.0,0.0,27.0,0.0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,18.98,6.0,40.81666666666665,18.0,55.07055555555554,94.0,51.606808510638295,0.0,0.0,2.0,0.0,13.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5171,3.16,6.0,3.9599999999999995,24.0,5.219583333333337,119.0,5.453781512605043,0.0,0.0,1.0,0.0,11.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5172,59.91,5.0,79.508,26.0,98.43115384615383,105.0,96.32638095238096,0.0,0.0,7.0,0.0,24.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,79.55,6.0,80.59166666666671,22.0,77.68045454545457,115.0,74.31304347826084,1.0,0.0,3.0,0.0,10.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5174,26.91,4.0,50.287500000000016,30.0,60.549000000000014,98.0,59.04163265306121,2.0,0.0,8.0,0.0,24.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5175,24.68,6.0,56.341666666666676,22.0,60.96590909090907,117.0,61.04931623931619,1.0,0.0,6.0,0.0,18.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5176,89.93,3.0,60.890000000000065,14.0,69.9821428571429,76.0,67.96578947368425,2.0,0.0,7.0,0.0,31.0,0.03225806451612903,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5177,76.46,2.0,67.52499999999995,15.0,58.93466666666667,62.0,59.24129032258065,2.0,0.0,10.0,0.0,40.0,0.0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5178,4.98,4.0,9.407500000000006,30.0,7.618333333333327,115.0,7.90886956521739,0.0,0.0,8.0,0.0,29.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5179,22.38,5.0,30.865999999999993,15.0,24.460666666666686,71.0,24.128450704225347,0.0,0.0,3.0,0.0,18.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5180,217.85,3.0,136.91666666666666,9.0,90.71222222222224,24.0,101.6658333333333,0.0,0.0,4.0,0.0,17.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5181,3.11,2.0,3.7500000000000044,9.0,5.698888888888886,37.0,7.535945945945944,0.0,0.0,10.0,0.0,25.0,0.0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5182,50.74,5.0,50.51199999999998,26.0,42.41230769230769,92.0,41.34217391304345,1.0,0.0,9.0,0.0,32.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5183,42.05,6.0,59.890000000000015,29.0,58.96862068965521,99.0,68.88858585858586,0.0,0.0,7.0,0.0,19.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5184,100.49,3.0,160.18000000000015,17.0,99.91764705882362,85.0,103.74858823529419,0.0,0.0,10.0,0.0,30.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5185,148.57,1.0,148.56999999999985,8.0,87.24125000000001,23.0,81.70434782608693,1.0,0.0,1.0,0.0,27.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5186,18.89,8.0,26.628750000000018,23.0,23.337826086956515,114.0,23.668596491228072,1.0,0.0,2.0,0.0,16.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5187,77.41,1.0,77.41,1.0,77.40999999999997,6.0,72.90333333333335,0.0,0.0,7.0,0.0,25.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5188,26.61,3.0,45.833333333333336,30.0,48.20233333333335,109.0,52.29678899082571,0.0,0.0,2.0,0.0,17.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5189,40.73,2.0,45.469999999999956,18.0,54.616111111111096,89.0,55.56179775280895,0.0,0.0,6.0,0.0,24.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,27.26,2.0,55.97999999999983,17.0,79.09941176470593,83.0,79.76807228915668,0.0,0.0,3.0,0.0,20.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5191,97.41,3.0,87.47333333333347,20.0,75.40549999999992,103.0,71.83757281553405,1.0,0.0,5.0,0.0,24.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5192,51.85,6.0,39.37499999999999,29.0,37.80517241379311,106.0,34.85801886792455,0.0,0.0,9.0,0.0,17.0,0.0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5193,91.74,1.0,91.73999999999998,11.0,88.07909090909094,54.0,73.02037037037033,1.0,0.0,8.0,0.0,27.0,0.0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5194,3.72,3.0,26.45666666666666,10.0,61.10899999999998,52.0,67.62500000000001,2.0,0.0,5.0,0.0,24.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5195,122.66,6.0,112.09999999999995,26.0,103.60807692307698,98.0,91.02602040816323,1.0,0.0,6.0,0.0,21.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5196,36.07,8.0,105.44750000000005,34.0,102.37941176470582,123.0,104.98178861788622,1.0,0.0,5.0,0.0,25.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5197,96.95,1.0,96.95,2.0,92.82500000000002,6.0,75.45333333333332,0.0,0.0,2.0,0.0,10.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5198,22.99,2.0,16.18999999999999,4.0,16.97500000000001,31.0,16.497741935483877,1.0,0.0,7.0,0.0,30.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5199,55.96,5.0,32.94999999999999,29.0,37.01758620689658,111.0,41.43513513513511,0.0,0.0,6.0,0.0,21.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,21.66,3.0,14.566666666666572,27.0,38.440740740740736,95.0,38.903368421052626,1.0,0.0,2.0,0.0,12.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5201,6.07,3.0,15.16666666666667,11.0,10.772727272727291,47.0,10.30148936170213,1.0,0.0,3.0,0.0,9.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5202,58.1,3.0,42.37999999999996,27.0,41.711851851851854,109.0,42.472201834862354,0.0,0.0,4.0,0.0,21.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,46.07,5.0,66.44000000000003,26.0,70.85807692307698,92.0,76.50315217391301,1.0,0.0,9.0,0.0,21.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5204,62.61,3.0,78.86666666666669,12.0,89.8791666666666,47.0,83.72765957446812,0.0,0.0,4.0,0.0,27.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5205,17.07,4.0,12.134999999999987,13.0,14.101538461538457,70.0,14.84485714285714,1.0,0.0,5.0,0.0,28.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5206,5.11,3.0,25.55,14.0,25.345000000000027,70.0,24.192285714285717,1.0,0.0,4.0,0.0,12.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5207,34.73,3.0,32.413333333333384,25.0,35.55119999999999,112.0,35.53276785714286,0.0,0.0,6.0,0.0,21.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5208,62.41,5.0,68.43599999999999,20.0,54.797999999999966,70.0,56.8762857142857,1.0,0.0,9.0,0.0,27.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5209,33.55,3.0,26.376666666666654,11.0,14.900909090909098,54.0,19.354259259259265,0.0,0.0,4.0,0.0,21.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,6.39,7.0,5.1657142857142855,24.0,6.0333333333333306,95.0,6.128947368421055,2.0,0.0,5.0,0.0,18.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5211,48.91,7.0,46.1942857142857,24.0,41.04249999999998,69.0,40.64840579710147,0.0,0.0,6.0,0.0,20.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5212,40.24,2.0,48.03999999999999,10.0,42.39200000000002,39.0,43.94538461538462,0.0,0.0,5.0,0.0,22.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5213,99.88,1.0,99.88000000000011,12.0,90.42416666666664,63.0,88.39888888888888,1.0,0.0,4.0,0.0,15.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5214,129.08,4.0,127.79249999999999,24.0,121.42958333333324,101.0,103.63821782178213,1.0,0.0,6.0,0.0,25.0,0.0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5215,78.19,2.0,101.65999999999997,28.0,92.86142857142865,99.0,101.31181818181824,0.0,0.0,5.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5216,43.85,3.0,49.623333333333335,11.0,65.06272727272732,39.0,59.37205128205124,0.0,0.0,7.0,0.0,26.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5217,23.0,5.0,23.274000000000008,25.0,34.01639999999999,92.0,35.02706521739132,0.0,0.0,3.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5218,45.4,2.0,42.43999999999997,10.0,23.82,64.0,23.741093750000005,0.0,0.0,7.0,0.0,21.0,0.0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5219,72.56,2.0,72.8750000000001,18.0,61.431111111111086,70.0,64.28828571428566,0.0,0.0,9.0,0.0,30.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5220,25.71,3.0,70.29000000000026,24.0,63.740416666666675,125.0,62.870320000000035,1.0,0.0,4.0,0.0,31.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5221,154.07,9.0,98.09666666666674,34.0,94.72705882352938,104.0,93.72365384615388,0.0,0.0,4.0,0.0,19.0,0.0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
