,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>219.78,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>269.86,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=32.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=131.69,CUSTOMER_ID_NB_TX_30DAY_WINDOW>11.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>147.03,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.62,TERMINAL_ID_NB_TX_30DAY_WINDOW>28.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.17,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=219.78,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=219.78,TERMINAL_ID_RISK_7DAY_WINDOW<=0.62","TX_AMOUNT<=219.78,TERMINAL_ID_RISK_30DAY_WINDOW<=0.17","CUSTOMER_ID_NB_TX_7DAY_WINDOW>32.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>2.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>3.50,TX_DURING_NIGHT<=0.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=269.86,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=269.86,TERMINAL_ID_NB_TX_7DAY_WINDOW<=8.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=269.86,TERMINAL_ID_RISK_7DAY_WINDOW<=0.62","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=269.86,TERMINAL_ID_NB_TX_30DAY_WINDOW<=29.00","CUSTOMER_ID_NB_TX_7DAY_WINDOW>32.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=113.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>32.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=19.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>32.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=28.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=14.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>131.69,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=11.00","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>131.69,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.62,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=131.69","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>131.69,TERMINAL_ID_NB_TX_30DAY_WINDOW<=9.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=93.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=11.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=0.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=28.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=98.50","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=147.03,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TERMINAL_ID_RISK_7DAY_WINDOW>0.62,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=147.03","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=28.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=31.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.17","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.62,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=28.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>2.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.62,TERMINAL_ID_NB_TX_30DAY_WINDOW<=30.00","TERMINAL_ID_RISK_7DAY_WINDOW>0.62,TERMINAL_ID_RISK_30DAY_WINDOW<=0.23"
5020,26.52,3.0,27.233333333333338,13.0,24.036153846153848,38.0,23.973684210526326,0.0,0.0,0.0,0.0,13.0,0.0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5021,24.34,3.0,26.189999999999973,29.0,23.59724137931033,112.0,22.206071428571448,0.0,0.0,1.0,0.0,10.0,0.0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5022,25.25,4.0,50.722499999999954,32.0,66.27531250000004,132.0,63.218863636363686,1.0,0.0,2.0,0.0,15.0,0.0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
5023,41.39,2.0,45.810000000000024,24.0,53.85083333333333,87.0,53.31367816091956,1.0,0.0,3.0,0.0,17.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5024,17.23,5.0,63.917999999999964,22.0,98.2404545454545,110.0,97.02236363636369,2.0,0.0,3.0,0.0,30.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5025,64.55,6.0,63.4316666666667,33.0,84.57181818181814,116.0,79.16758620689654,2.0,0.0,5.0,0.0,25.0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5026,23.67,2.0,19.64,7.0,17.178571428571427,24.0,20.505416666666665,1.0,0.0,3.0,0.0,18.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5027,39.99,2.0,52.01499999999996,25.0,41.89360000000002,87.0,42.94218390804597,1.0,0.0,7.0,0.0,20.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5028,4.58,3.0,12.613333333333323,14.0,29.633571428571425,39.0,41.36128205128207,1.0,0.0,3.0,0.0,11.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5029,71.69,2.0,73.8449999999999,11.0,114.8490909090908,71.0,85.72056338028166,1.0,0.0,4.0,0.0,26.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5030,34.58,3.0,29.580000000000066,26.0,32.96192307692308,107.0,37.18775700934578,0.0,0.0,3.0,0.0,24.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5031,13.14,8.0,19.686250000000015,36.0,17.054999999999993,133.0,17.75045112781955,0.0,0.0,6.0,0.0,19.0,0.0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5032,19.09,5.0,15.70199999999999,18.0,16.796111111111106,70.0,17.257999999999992,1.0,0.0,6.0,0.0,20.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5033,52.79,3.0,40.67000000000007,25.0,59.23399999999999,98.0,59.85806122448977,2.0,0.0,6.0,0.0,26.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5034,22.94,2.0,19.080000000000013,14.0,16.870714285714282,79.0,18.262911392405044,1.0,0.0,6.0,0.0,19.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5035,35.64,2.0,19.12999999999998,8.0,44.167500000000004,36.0,44.287777777777784,0.0,0.0,3.0,0.0,21.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5036,53.17,3.0,54.486666666666714,24.0,48.238333333333344,94.0,40.150319148936155,1.0,0.0,5.0,0.0,30.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5037,73.02,2.0,87.86500000000001,22.0,69.92181818181811,102.0,63.15343137254902,0.0,0.0,2.0,0.0,12.0,0.0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5038,104.04,2.0,102.54000000000005,14.0,84.30428571428577,61.0,96.08262295081974,3.0,0.0,8.0,0.0,24.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5039,163.83,4.0,106.37750000000011,19.0,89.88421052631571,73.0,93.3416438356164,0.0,0.0,5.0,0.0,14.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5040,51.62,1.0,51.62000000000007,5.0,79.49600000000004,23.0,87.85434782608696,0.0,0.0,2.0,0.0,14.0,0.0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5041,46.76,1.0,46.75999999999995,15.0,51.96666666666673,70.0,60.77842857142865,1.0,0.0,6.0,0.0,21.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5042,88.32,4.0,53.30999999999993,26.0,61.73076923076924,105.0,56.70542857142856,0.0,0.0,5.0,0.0,20.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5043,36.27,2.0,45.71000000000002,9.0,32.95444444444452,50.0,35.6986,1.0,0.0,9.0,0.0,21.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5044,36.76,2.0,62.09,16.0,51.88312500000001,80.0,48.522750000000016,1.0,0.0,5.0,0.0,15.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5045,103.33,4.0,100.07999999999996,16.0,94.53812499999995,46.0,87.60304347826089,1.0,0.0,3.0,0.0,19.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5046,35.47,2.0,29.384999999999984,9.0,44.07000000000002,48.0,43.067708333333364,0.0,0.0,2.0,0.0,16.0,0.0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5047,9.62,5.0,64.40799999999999,13.0,86.60769230769232,80.0,73.91124999999997,0.0,0.0,6.0,0.0,19.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5048,117.84,3.0,93.42666666666678,20.0,86.83599999999998,81.0,74.70641975308641,2.0,0.0,10.0,0.0,40.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5049,13.05,5.0,15.104000000000022,26.0,13.797692307692301,117.0,14.934188034188029,0.0,0.0,4.0,0.0,14.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5050,69.92,6.0,84.89333333333335,26.0,69.41423076923078,92.0,69.44847826086954,1.0,0.0,6.0,0.0,20.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5051,52.71,6.0,43.0916666666667,16.0,47.204374999999956,105.0,54.04561904761905,0.0,0.0,1.0,0.0,13.0,0.0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5052,41.34,1.0,41.339999999999996,7.0,38.78714285714283,29.0,39.40482758620689,1.0,0.0,1.0,0.0,13.0,0.0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
5053,66.38,4.0,98.6750000000001,26.0,91.93923076923079,112.0,88.99937500000006,2.0,0.0,7.0,0.0,22.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5054,52.74,2.0,60.305000000000035,15.0,49.697333333333304,58.0,43.018103448275845,0.0,0.0,3.0,0.0,17.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5055,14.98,4.0,16.58999999999998,16.0,29.958749999999966,88.0,31.040113636363607,0.0,0.0,3.0,0.0,18.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5056,56.81,4.0,75.51250000000007,26.0,71.75076923076918,112.0,74.58178571428573,0.0,0.0,4.0,0.0,23.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5057,124.14,3.0,79.80999999999996,25.0,56.30240000000001,100.0,57.85550000000001,0.0,0.0,6.0,0.0,39.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5058,62.82,3.0,57.053333333333235,22.0,53.17363636363636,99.0,51.4581818181818,2.0,0.0,6.0,0.0,20.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5059,32.87,4.0,37.09249999999994,22.0,37.34500000000002,84.0,45.10297619047621,0.0,0.0,3.0,0.0,9.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5060,32.78,1.0,32.779999999999916,23.0,59.13173913043476,94.0,55.256489361702094,0.0,0.0,3.0,0.0,19.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5061,42.69,2.0,64.11500000000004,8.0,99.27749999999995,25.0,91.38519999999997,0.0,0.0,5.0,0.0,23.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5062,54.2,1.0,54.20000000000013,12.0,100.9925,43.0,77.68348837209304,0.0,0.0,6.0,0.0,18.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5063,9.21,1.0,9.210000000000004,18.0,12.822777777777773,69.0,13.468115942028987,2.0,0.0,4.0,0.0,24.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5064,89.25,3.0,66.25999999999989,31.0,79.91967741935481,124.0,85.54104838709675,2.0,0.0,6.0,0.0,29.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5065,142.5,3.0,129.8466666666668,15.0,108.5326666666667,93.0,96.83225806451608,1.0,0.0,5.0,0.0,19.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5066,44.84,2.0,53.319999999999986,6.0,36.22666666666664,26.0,37.280769230769245,1.0,0.0,4.0,0.0,21.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5067,93.96,2.0,65.405,9.0,59.55111111111111,47.0,44.415531914893634,2.0,0.0,8.0,0.0,22.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5068,60.73,5.0,56.870000000000005,21.0,37.9447619047619,67.0,41.23835820895521,1.0,0.0,3.0,0.0,14.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5069,32.74,1.0,32.73999999999999,5.0,48.12399999999998,29.0,56.56068965517241,0.0,0.0,2.0,0.0,9.0,0.0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5070,43.1,1.0,43.09999999999978,13.0,59.960769230769216,66.0,70.07545454545456,1.0,0.0,6.0,0.0,30.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5071,13.05,3.0,20.36333333333332,9.0,14.363333333333335,50.0,13.131600000000006,0.0,0.0,0.0,0.0,7.0,0.0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5072,77.42,5.0,60.655999999999985,17.0,52.910588235294085,78.0,58.35230769230766,0.0,0.0,7.0,0.0,29.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5073,59.16,1.0,59.16000000000001,8.0,32.296249999999986,40.0,34.39475,0.0,0.0,2.0,0.0,11.0,0.0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5074,31.96,2.0,32.12999999999994,12.0,22.541666666666696,64.0,26.447187500000023,1.0,0.0,7.0,0.0,23.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5075,97.34,4.0,95.93,19.0,98.17421052631573,114.0,83.78464912280704,1.0,0.0,3.0,0.0,24.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5076,89.91,3.0,67.20666666666666,10.0,59.049,47.0,79.15553191489361,0.0,0.0,4.0,0.0,10.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5077,23.03,2.0,29.88999999999997,12.0,33.16500000000002,66.0,40.37803030303028,0.0,0.0,4.0,0.0,32.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5078,88.15,5.0,111.13400000000006,19.0,95.6594736842105,85.0,76.88423529411759,0.0,0.0,4.0,0.0,18.0,0.0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5079,63.17,4.0,36.1825,17.0,30.19058823529412,66.0,31.450606060606056,1.0,0.0,4.0,0.0,16.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
