,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>221.43,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>222.91,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=38.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=107.02,CUSTOMER_ID_NB_TX_30DAY_WINDOW>75.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=94.76,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.37,TERMINAL_ID_NB_TX_30DAY_WINDOW>8.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.09,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=221.43,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=123.44","TX_AMOUNT<=221.43,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=38.50","TX_AMOUNT<=221.43,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=121.82","TX_AMOUNT<=221.43,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=221.43,TERMINAL_ID_RISK_7DAY_WINDOW<=0.37","TX_AMOUNT<=221.43,TERMINAL_ID_RISK_30DAY_WINDOW<=0.09","CUSTOMER_ID_NB_TX_7DAY_WINDOW>38.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>1.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=8.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=7.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=222.91,TERMINAL_ID_RISK_7DAY_WINDOW<=0.37","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=222.91,TERMINAL_ID_RISK_30DAY_WINDOW<=0.09","TERMINAL_ID_NB_TX_1DAY_WINDOW>1.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=38.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=14.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>7.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=38.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=8.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=21.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>107.02,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=82.43","TERMINAL_ID_NB_TX_1DAY_WINDOW>1.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=77.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=115.00","TERMINAL_ID_NB_TX_7DAY_WINDOW>7.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=75.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=115.00","TERMINAL_ID_NB_TX_30DAY_WINDOW<=8.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=89.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=25.98","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=97.10","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>7.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=8.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_RISK_30DAY_WINDOW<=0.27"
857,37.69,2.0,28.110000000000003,9.0,36.931111111111115,31.0,29.98709677419354,0.0,0.0,1.0,0.0,12.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,38.04,5.0,23.809999999999967,16.0,23.95437500000002,88.0,22.953181818181832,3.0,0.0,5.0,0.0,16.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,107.62,3.0,68.84000000000002,15.0,64.98466666666666,53.0,64.92849056603772,1.0,0.0,3.0,0.0,21.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,62.84,2.0,42.76500000000003,6.0,63.16500000000004,42.0,45.93666666666666,1.0,0.0,4.0,0.0,16.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,6.61,4.0,14.36000000000001,19.0,17.035263157894732,86.0,15.886395348837205,2.0,0.0,9.0,0.0,22.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,71.14,4.0,50.29250000000002,22.0,47.392727272727285,98.0,40.231020408163275,0.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,22.1,5.0,17.192,26.0,15.351538461538457,101.0,14.03267326732673,0.0,0.0,5.0,0.0,22.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,49.37,3.0,49.66999999999998,9.0,51.649999999999984,41.0,58.72756097560972,0.0,0.0,2.0,0.0,12.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,38.41,2.0,39.814999999999976,20.0,32.154,81.0,31.225925925925928,0.0,0.0,3.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,107.42,3.0,120.03333333333329,15.0,102.47333333333333,61.0,95.98672131147542,2.0,0.0,4.0,0.0,24.0,0.0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,28.93,3.0,77.52333333333327,19.0,76.3605263157895,59.0,78.90728813559319,2.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,92.71,2.0,126.505,16.0,83.93187499999998,71.0,83.26943661971828,0.0,0.0,2.0,0.0,20.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,112.12,3.0,97.2533333333334,23.0,77.96217391304349,101.0,73.58277227722773,1.0,0.0,8.0,0.0,26.0,0.0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,15.58,7.0,57.81142857142856,33.0,57.4721212121212,105.0,58.943619047619,0.0,0.0,7.0,0.0,25.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,21.38,4.0,63.595,27.0,86.03444444444449,94.0,76.78180851063833,0.0,0.0,1.0,0.0,5.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
872,18.23,5.0,16.487999999999992,27.0,18.27740740740741,106.0,18.3206603773585,0.0,0.0,3.0,0.0,11.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,22.75,4.0,14.039999999999994,19.0,12.58421052631579,86.0,11.747093023255815,0.0,0.0,6.0,0.0,13.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,3.94,3.0,9.136666666666654,20.0,8.419999999999998,91.0,8.716923076923079,0.0,0.0,3.0,0.0,13.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,46.82,4.0,81.32999999999998,20.0,89.73749999999997,85.0,89.3770588235295,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,55.94,3.0,51.17333333333332,17.0,38.70235294117647,58.0,39.09379310344826,0.0,0.0,5.0,0.0,27.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,15.02,2.0,12.145000000000007,21.0,9.432380952380958,87.0,10.680689655172412,0.0,0.0,4.0,0.0,14.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,69.94,2.0,72.4300000000001,21.0,61.547142857142866,75.0,49.228133333333325,0.0,0.0,3.0,0.0,16.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,30.58,3.0,36.77999999999998,27.0,30.354074074074056,102.0,28.914705882352933,0.0,0.0,5.0,0.0,16.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,5.36,6.0,8.67333333333333,25.0,5.578799999999998,116.0,5.497155172413794,0.0,0.0,8.0,0.0,18.0,0.0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
881,74.75,10.0,62.46699999999997,36.0,49.85694444444449,125.0,49.27952,1.0,0.0,6.0,0.0,12.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,11.79,1.0,11.79000000000017,21.0,65.01952380952379,103.0,66.73708737864077,1.0,0.0,7.0,0.0,26.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,87.51,1.0,87.50999999999999,11.0,57.279090909090904,40.0,55.10325,1.0,0.0,4.0,0.0,26.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,124.77,2.0,131.1399999999999,12.0,89.41666666666667,41.0,91.68219512195125,0.0,0.0,7.0,0.0,25.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,50.38,2.0,38.38500000000003,10.0,54.488000000000014,27.0,52.672592592592615,1.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,34.59,3.0,27.38666666666661,25.0,16.322399999999984,114.0,16.697105263157894,1.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,39.1,3.0,79.1566666666667,18.0,78.46777777777773,98.0,96.51193877551017,0.0,0.0,0.0,0.0,7.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
888,39.98,2.0,38.93999999999998,9.0,32.72555555555556,29.0,37.43655172413794,1.0,0.0,6.0,0.0,19.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,6.42,5.0,11.317999999999994,39.0,15.661794871794882,113.0,14.55230088495577,0.0,0.0,6.0,0.16666666666666666,26.0,0.038461538461538464,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,74.48,4.0,42.28750000000001,16.0,54.268750000000004,60.0,49.69200000000003,0.0,0.0,4.0,0.0,15.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,141.26,2.0,132.935,15.0,104.69999999999996,55.0,103.92999999999995,0.0,0.0,6.0,0.0,25.0,0.0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,75.64,3.0,125.1466666666666,13.0,88.57000000000001,62.0,89.40725806451613,1.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,26.13,4.0,44.83499999999998,33.0,53.678484848484835,114.0,54.78210526315783,0.0,0.0,8.0,0.0,29.0,0.0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
894,34.17,3.0,75.37000000000005,10.0,69.18399999999995,54.0,86.14148148148143,1.0,0.0,7.0,0.0,24.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,38.09,6.0,23.27666666666667,18.0,19.38555555555556,67.0,21.01880597014925,3.0,0.0,10.0,0.0,29.0,0.0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
896,14.64,5.0,14.159999999999997,20.0,12.687000000000001,87.0,11.780344827586209,1.0,0.0,6.0,0.0,27.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,36.63,2.0,41.485,13.0,29.94384615384616,64.0,32.64109375000002,0.0,0.0,1.0,0.0,15.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,5.32,4.0,10.194999999999999,10.0,14.570000000000002,35.0,13.055714285714288,0.0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
899,117.48,1.0,117.48000000000003,3.0,80.36666666666666,15.0,77.17266666666664,0.0,0.0,1.0,0.0,15.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,4.12,3.0,8.356666666666657,15.0,7.879333333333333,75.0,8.634266666666665,4.0,0.0,6.0,0.0,16.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,24.33,5.0,45.86799999999995,33.0,45.326969696969684,131.0,46.45717557251907,0.0,0.0,0.0,0.0,10.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,11.63,3.0,10.863333333333332,13.0,9.357692307692306,58.0,9.27206896551725,0.0,0.0,2.0,0.0,12.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,38.31,4.0,25.12749999999999,17.0,23.542352941176464,59.0,21.121016949152526,2.0,0.0,7.0,0.0,24.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,129.44,4.0,93.82750000000001,17.0,78.42470588235295,75.0,77.97706666666673,0.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,4.92,4.0,7.462500000000004,23.0,6.775217391304347,79.0,6.169493670886077,1.0,0.0,6.0,0.0,25.0,0.04,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,23.85,5.0,30.127999999999965,28.0,29.144285714285726,105.0,31.620476190476175,0.0,0.0,7.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,1.48,2.0,16.545000000000016,19.0,28.868947368421047,67.0,30.908507462686565,0.0,0.0,3.0,0.0,18.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,110.48,4.0,69.31749999999997,11.0,69.04545454545458,38.0,72.1444736842105,1.0,0.0,8.0,0.0,31.0,0.0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
909,117.91,4.0,104.20249999999999,11.0,86.15181818181814,47.0,76.72659574468084,0.0,0.0,2.0,0.0,18.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,32.84,5.0,34.197999999999965,28.0,31.125357142857116,113.0,32.02831858407079,1.0,0.0,2.0,0.0,11.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,74.27,3.0,94.82000000000001,22.0,102.42636363636365,107.0,98.8117757009346,1.0,0.0,7.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,162.58,5.0,127.97800000000002,20.0,99.94000000000001,79.0,101.74949367088608,3.0,0.0,7.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,87.34,4.0,67.5124999999999,20.0,61.53399999999992,110.0,57.639090909090896,2.0,0.0,5.0,0.0,22.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,3.94,5.0,34.24199999999998,14.0,32.73642857142857,106.0,35.7382075471698,0.0,0.0,4.0,0.0,15.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,30.86,4.0,29.955000000000023,17.0,23.130588235294137,87.0,24.815517241379286,0.0,0.0,1.0,0.0,27.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,96.6,7.0,113.15000000000002,27.0,101.27703703703703,103.0,98.37563106796112,1.0,0.0,3.0,0.0,11.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,34.65,4.0,70.73749999999991,31.0,87.35612903225808,128.0,86.33304687499997,0.0,0.0,3.0,0.0,15.0,0.06666666666666667,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,7.34,5.0,46.224000000000004,29.0,62.794482758620646,92.0,57.785543478260806,0.0,0.0,3.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,7.16,3.0,5.473333333333347,23.0,7.005217391304351,94.0,7.520319148936169,1.0,0.0,8.0,0.0,27.0,0.0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,13.83,10.0,16.225999999999992,29.0,17.753793103448277,106.0,16.895849056603762,0.0,0.0,6.0,0.0,29.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,58.91,2.0,42.714999999999975,19.0,77.982105263158,76.0,78.46697368421052,0.0,0.0,0.0,0.0,19.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,2.63,3.0,7.406666666666674,27.0,8.598888888888885,116.0,8.211982758620685,0.0,0.0,4.0,0.0,13.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,39.69,2.0,30.465000000000007,9.0,39.50444444444444,20.0,38.388,0.0,0.0,5.0,0.0,18.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,59.33,4.0,61.094999999999985,19.0,43.955263157894755,89.0,48.435168539325836,0.0,0.0,9.0,0.0,31.0,0.0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
