,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>221.06,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=209.04,CUSTOMER_ID_NB_TX_7DAY_WINDOW>20.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>208.17,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=56.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=81.78,TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.58,TERMINAL_ID_NB_TX_30DAY_WINDOW<=30.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.15,CUSTOMER_ID_NB_TX_1DAY_WINDOW>7.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=221.06,TERMINAL_ID_RISK_1DAY_WINDOW<=0.42","TX_AMOUNT<=221.06,TERMINAL_ID_RISK_7DAY_WINDOW<=0.58","TX_AMOUNT<=221.06,TERMINAL_ID_RISK_30DAY_WINDOW<=0.15","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>209.04,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=20.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>3.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","TX_DURING_NIGHT>0.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>209.04,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=13.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>209.04,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=49.00","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>209.04,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=84.89","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>209.04,TERMINAL_ID_RISK_1DAY_WINDOW<=0.42","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>209.04,TERMINAL_ID_RISK_7DAY_WINDOW<=0.58","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>209.04,TERMINAL_ID_NB_TX_30DAY_WINDOW<=26.00","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>209.04,TERMINAL_ID_RISK_30DAY_WINDOW<=0.15","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=20.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=56.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=14.00","TERMINAL_ID_NB_TX_7DAY_WINDOW>3.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=13.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>30.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=16.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=208.17,TERMINAL_ID_RISK_1DAY_WINDOW<=0.42","TERMINAL_ID_RISK_7DAY_WINDOW>0.58,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=208.17","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=208.17,TERMINAL_ID_RISK_30DAY_WINDOW<=0.15","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=117.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>3.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=63.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>30.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=118.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=8.03","TERMINAL_ID_RISK_7DAY_WINDOW>0.58,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=15.77","TERMINAL_ID_NB_TX_30DAY_WINDOW>30.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=77.63","TERMINAL_ID_NB_TX_7DAY_WINDOW>3.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TX_DURING_NIGHT>0.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_30DAY_WINDOW<=15.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_RISK_30DAY_WINDOW<=0.06","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>3.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.58,TERMINAL_ID_NB_TX_30DAY_WINDOW<=31.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.58,TERMINAL_ID_RISK_30DAY_WINDOW<=0.35"
5774,17.23,1.0,17.230000000000018,14.0,21.972857142857126,78.0,22.629102564102556,1.0,0.0,2.0,0.0,12.0,0.0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5775,8.46,6.0,12.86333333333333,24.0,12.416666666666663,88.0,12.246022727272718,0.0,0.0,0.0,0.0,10.0,0.0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5776,39.49,6.0,42.04,24.0,35.69083333333332,104.0,32.320288461538446,1.0,0.0,6.0,0.0,23.0,0.0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5777,29.95,2.0,43.080000000000126,10.0,61.59599999999985,62.0,80.93661290322581,0.0,0.0,5.0,0.0,25.0,0.0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5778,4.62,4.0,7.0849999999999955,26.0,5.754999999999999,107.0,5.54345794392523,1.0,0.0,6.0,0.0,24.0,0.0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5779,69.36,5.0,93.70000000000002,28.0,72.00321428571421,117.0,70.75470085470086,2.0,0.0,9.0,0.0,22.0,0.0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5780,73.91,4.0,46.82500000000003,15.0,54.791999999999966,55.0,51.80018181818179,1.0,0.0,6.0,0.0,27.0,0.0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5781,49.98,1.0,49.98,3.0,51.19333333333335,17.0,55.208235294117635,2.0,0.0,12.0,0.0,30.0,0.0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5782,84.43,3.0,99.00333333333327,30.0,73.30466666666668,112.0,68.5520535714286,2.0,0.0,8.0,0.0,32.0,0.0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5783,49.44,5.0,71.81800000000001,21.0,67.96857142857144,80.0,74.67437500000005,0.0,0.0,8.0,0.0,20.0,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5784,2.41,4.0,3.96,22.0,5.772272727272727,110.0,5.917454545454541,1.0,0.0,4.0,0.0,17.0,0.0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5785,100.1,7.0,97.26285714285714,31.0,104.66483870967744,116.0,93.5462068965517,0.0,0.0,4.0,0.0,23.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5786,41.81,2.0,41.75500000000001,12.0,40.27833333333336,48.0,42.661875000000016,0.0,0.0,1.0,0.0,13.0,0.0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5787,50.69,5.0,32.262,34.0,28.074411764705875,115.0,30.802782608695633,0.0,0.0,1.0,0.0,21.0,0.0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5788,27.5,2.0,20.48999999999998,28.0,35.03107142857144,89.0,35.24539325842696,1.0,0.0,8.0,0.0,30.0,0.03333333333333333,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5789,11.9,1.0,11.900000000000036,6.0,43.103333333333346,20.0,47.77249999999998,1.0,0.0,8.0,0.0,35.0,0.0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
5790,72.89,5.0,95.70400000000005,20.0,66.89200000000007,83.0,75.41566265060241,1.0,0.0,6.0,0.0,19.0,0.0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5791,164.9,3.0,119.31999999999994,17.0,102.09176470588237,59.0,96.6267796610169,0.0,0.0,6.0,0.0,20.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5792,70.13,3.0,52.64666666666661,13.0,59.54307692307692,51.0,56.281568627451,2.0,0.0,4.0,0.0,17.0,0.0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5793,42.05,6.0,44.303333333333335,29.0,42.92482758620691,122.0,42.24147540983611,0.0,0.0,4.0,0.0,22.0,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5794,24.94,4.0,46.985,8.0,40.61375000000001,54.0,40.73814814814818,0.0,0.0,7.0,0.0,24.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5795,10.52,5.0,6.8520000000000065,16.0,7.349375000000003,71.0,7.060422535211262,1.0,0.0,8.0,0.0,24.0,0.0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5796,83.2,2.0,53.08000000000007,9.0,48.59555555555557,50.0,56.90000000000003,0.0,0.0,8.0,0.0,32.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
5797,115.57,1.0,115.56999999999992,9.0,110.73333333333338,24.0,93.21791666666674,0.0,0.0,1.0,0.0,14.0,0.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5798,23.93,5.0,80.22199999999998,29.0,84.69413793103446,89.0,81.72089887640449,0.0,0.0,1.0,0.0,16.0,0.0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5799,19.99,3.0,71.70999999999992,4.0,82.52750000000015,33.0,102.42333333333332,0.0,0.0,8.0,0.0,35.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
5800,131.68,5.0,114.99999999999996,34.0,99.81500000000001,110.0,98.29054545454551,1.0,0.0,4.0,0.0,16.0,0.0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5801,10.91,3.0,10.17000000000001,18.0,7.517777777777774,98.0,7.618265306122448,2.0,0.0,10.0,0.0,35.0,0.0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5802,34.47,4.0,37.4,27.0,41.82074074074076,81.0,40.84111111111109,0.0,0.0,1.0,0.0,19.0,0.0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5803,12.39,3.0,13.306666666666665,8.0,16.585000000000004,40.0,10.495249999999999,1.0,0.0,5.0,0.0,25.0,0.0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5804,12.52,5.0,13.728000000000003,18.0,12.47666666666667,61.0,13.231967213114753,0.0,0.0,2.0,0.0,17.0,0.0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5805,32.92,7.0,57.684285714285686,28.0,55.85999999999997,104.0,57.548557692307696,2.0,0.0,12.0,0.0,16.0,0.0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5806,20.99,1.0,20.99000000000005,24.0,14.660416666666663,96.0,15.816979166666682,0.0,0.0,5.0,0.0,15.0,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5807,77.96,5.0,86.8539999999999,18.0,90.12944444444437,93.0,90.18161290322583,2.0,0.0,8.0,0.0,30.0,0.0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5808,32.38,3.0,38.703333333333326,18.0,33.57777777777778,88.0,35.82488636363637,1.0,0.0,4.0,0.0,19.0,0.0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5809,35.83,4.0,43.4025,42.0,51.48904761904761,116.0,53.1336206896552,0.0,0.0,7.0,0.0,18.0,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5810,125.87,1.0,125.86999999999986,10.0,118.74999999999991,43.0,103.01581395348845,0.0,0.0,3.0,0.0,19.0,0.0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5811,7.37,6.0,10.005,28.0,10.143928571428573,113.0,9.727433628318584,2.0,0.0,6.0,0.0,24.0,0.0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5812,27.2,2.0,51.654999999999994,9.0,77.68888888888885,50.0,77.56479999999999,3.0,0.0,7.0,0.0,19.0,0.0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5813,67.79,5.0,54.21000000000002,29.0,50.99034482758622,116.0,47.82198275862068,1.0,0.0,3.0,0.0,17.0,0.0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5814,61.72,4.0,33.457500000000046,17.0,37.22941176470589,77.0,42.324285714285715,0.0,0.0,5.0,0.0,24.0,0.0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5815,56.19,3.0,49.96333333333333,21.0,36.518095238095256,64.0,40.998281250000005,2.0,0.0,5.0,0.0,23.0,0.0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5816,182.05,4.0,105.26749999999996,25.0,100.85079999999992,94.0,99.06648936170205,0.0,0.0,7.0,0.0,13.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5817,13.08,6.0,28.380000000000038,29.0,29.955172413793072,117.0,32.65094017094016,0.0,0.0,4.0,0.0,31.0,0.0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
5818,56.21,3.0,53.69999999999999,5.0,53.85,23.0,49.51391304347825,2.0,0.0,7.0,0.14285714285714285,32.0,0.03125,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
5819,59.94,3.0,65.20000000000003,30.0,58.599333333333355,116.0,56.143706896551755,1.0,0.0,4.0,0.0,21.0,0.0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5820,92.94,4.0,59.45750000000001,19.0,80.76842105263165,72.0,96.30333333333334,0.0,0.0,4.0,0.0,12.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5821,13.36,4.0,9.55000000000001,16.0,9.416249999999998,66.0,8.942727272727273,1.0,0.0,7.0,0.0,25.0,0.0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5822,87.03,3.0,70.15333333333334,13.0,77.56,55.0,79.08327272727276,0.0,0.0,6.0,0.0,24.0,0.0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5823,107.01,2.0,96.10500000000006,4.0,111.46499999999997,17.0,107.90470588235293,0.0,0.0,6.0,0.0,23.0,0.0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
5824,140.58,3.0,103.97666666666669,18.0,72.62388888888891,77.0,78.86337662337665,0.0,0.0,8.0,0.0,25.0,0.0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5825,140.37,5.0,110.70000000000002,19.0,112.09789473684204,73.0,99.84452054794521,1.0,0.0,3.0,0.0,13.0,0.0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5826,172.44,4.0,130.83249999999998,11.0,109.83727272727282,49.0,105.43346938775504,1.0,0.0,4.0,0.0,20.0,0.0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5827,64.54,3.0,55.973333333333386,17.0,53.192352941176466,70.0,53.428,3.0,0.0,6.0,0.0,32.0,0.0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5828,125.16,5.0,82.7539999999999,25.0,78.1912,84.0,88.50535714285715,0.0,0.0,6.0,0.0,27.0,0.0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5829,170.59,5.0,114.40399999999993,29.0,103.22724137931036,128.0,99.06757812500008,0.0,0.0,3.0,0.0,26.0,0.0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5830,2.76,4.0,22.252500000000012,21.0,35.68999999999999,98.0,39.99734693877552,0.0,0.0,2.0,0.0,7.0,0.0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5831,53.17,6.0,54.23999999999999,19.0,42.637368421052685,102.0,43.31352941176469,0.0,0.0,5.0,0.0,19.0,0.0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5832,63.13,2.0,86.56500000000001,18.0,51.67555555555555,107.0,52.64056074766356,0.0,0.0,3.0,0.0,22.0,0.0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5833,55.78,8.0,48.36875000000002,20.0,45.89549999999999,74.0,42.85635135135133,1.0,0.0,4.0,0.0,22.0,0.0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5834,43.2,2.0,58.41,8.0,65.96375000000005,31.0,66.4109677419355,0.0,0.0,3.0,0.0,19.0,0.5789473684210527,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5835,98.38,3.0,115.62666666666674,25.0,102.10720000000006,116.0,84.9838793103448,1.0,0.0,6.0,0.0,21.0,0.0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
