,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>220.44,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>273.02,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=22.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=128.79,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=76.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=105.20,CUSTOMER_ID_NB_TX_1DAY_WINDOW>5.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.59,TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.17,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50,TERMINAL_ID_NB_TX_1DAY_WINDOW>3.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=220.44,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TX_AMOUNT<=220.44,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=7.01","TX_AMOUNT<=220.44,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=22.50","TX_AMOUNT<=220.44,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=9.62","TX_AMOUNT<=220.44,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=76.50","TX_AMOUNT<=220.44,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=10.17","TX_AMOUNT<=220.44,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=220.44,TERMINAL_ID_RISK_7DAY_WINDOW<=0.59","TX_AMOUNT<=220.44,TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.50","TX_AMOUNT<=220.44,TERMINAL_ID_RISK_30DAY_WINDOW<=0.17","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>128.79,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW>76.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=273.02,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=128.79","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=273.02,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=273.02,TERMINAL_ID_RISK_30DAY_WINDOW<=0.17","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>128.79,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=17.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=22.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>128.79,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=81.26","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=18.73","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=116.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=10.36","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TX_DURING_NIGHT>0.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=26.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.59,TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.50"
6110,84.9,2.0,78.63500000000002,5.0,82.15,25.0,79.11840000000001,0.0,0.0,4.0,0.0,18.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6111,7.86,3.0,8.333333333333323,19.0,14.300000000000017,79.0,12.798354430379744,1.0,0.0,6.0,0.0,29.0,0.0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6112,31.5,2.0,30.17,12.0,25.881666666666675,67.0,22.83194029850745,0.0,0.0,5.0,0.0,18.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6113,27.99,5.0,56.81000000000002,20.0,49.17299999999999,58.0,50.396379310344805,0.0,0.0,2.0,0.0,18.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6114,3.62,7.0,50.81571428571429,36.0,55.52500000000002,125.0,52.041599999999974,1.0,0.0,9.0,0.0,29.0,0.0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6115,52.24,1.0,52.239999999999995,19.0,41.31210526315789,53.0,40.74075471698109,0.0,0.0,4.0,0.0,16.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6116,90.42,4.0,73.26500000000006,26.0,62.88230769230783,106.0,60.64311320754712,1.0,0.0,8.0,0.0,25.0,0.0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6117,31.81,2.0,33.790000000000035,9.0,32.03111111111108,66.0,33.40136363636363,2.0,0.0,7.0,0.0,30.0,0.0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6118,70.45,3.0,30.946666666666758,23.0,49.96521739130437,117.0,47.50649572649574,0.0,0.0,4.0,0.0,16.0,0.0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6119,185.77,3.0,100.22666666666662,21.0,99.55809523809523,64.0,97.37984375,0.0,0.0,4.0,0.0,33.0,0.0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6120,85.19,4.0,61.12750000000001,21.0,59.52238095238098,61.0,62.806885245901626,1.0,0.0,2.0,0.0,11.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6121,4.66,7.0,7.961428571428578,37.0,7.275945945945947,115.0,7.132260869565218,2.0,0.0,10.0,0.0,28.0,0.0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6122,128.93,1.0,128.93000000000026,28.0,89.28464285714287,115.0,94.97347826086958,0.0,0.0,4.0,0.0,16.0,0.0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6123,61.15,1.0,61.15,1.0,61.14999999999994,5.0,111.57200000000003,0.0,0.0,7.0,0.0,27.0,0.0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6124,29.88,1.0,29.87999999999993,24.0,39.57749999999997,87.0,39.83068965517242,0.0,0.0,2.0,0.0,12.0,0.08333333333333333,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6125,136.65,1.0,136.6499999999999,7.0,91.82285714285717,35.0,73.21828571428576,0.0,0.0,3.0,0.0,20.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6126,4.59,2.0,15.249999999999984,20.0,18.434000000000005,66.0,19.514696969696985,2.0,0.0,7.0,0.0,28.0,0.0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6127,66.83,3.0,39.70000000000001,13.0,28.155384615384605,64.0,30.716718749999995,1.0,0.0,7.0,0.0,26.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6128,24.89,4.0,21.449999999999992,14.0,20.64071428571429,76.0,20.297763157894735,0.0,0.0,4.0,0.0,15.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6129,13.03,5.0,38.49999999999997,28.0,39.90607142857146,93.0,40.53139784946237,1.0,0.0,5.0,0.0,26.0,0.0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6130,12.61,3.0,19.203333333333344,11.0,22.501818181818194,51.0,22.72862745098039,0.0,0.0,2.0,0.0,17.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6131,146.28,3.0,116.42333333333333,17.0,91.7229411764706,72.0,89.2098611111111,0.0,0.0,5.0,0.0,18.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6132,110.4,6.0,94.92333333333328,29.0,72.83000000000004,123.0,74.58447154471543,0.0,0.0,1.0,0.0,9.0,0.0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6133,101.91,3.0,70.0933333333333,18.0,64.00222222222226,79.0,75.17658227848104,0.0,0.0,9.0,0.0,29.0,0.0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6134,8.2,3.0,21.77666666666669,20.0,22.02599999999999,95.0,25.122736842105276,0.0,0.0,1.0,0.0,12.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6135,27.24,1.0,27.240000000000006,11.0,29.515454545454535,28.0,23.89285714285715,1.0,0.0,1.0,0.0,12.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6136,27.96,1.0,27.960000000000125,26.0,26.29807692307692,98.0,26.74632653061224,0.0,0.0,4.0,0.0,22.0,0.0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6137,47.43,2.0,78.80999999999992,11.0,94.48000000000006,44.0,85.11999999999999,0.0,0.0,3.0,0.0,30.0,0.0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6138,129.23,5.0,78.06599999999999,15.0,66.70266666666659,97.0,68.3445360824743,0.0,0.0,2.0,0.0,24.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6139,155.97,2.0,87.48999999999982,20.0,93.28150000000002,70.0,96.10428571428568,1.0,0.0,4.0,0.0,29.0,0.0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6140,116.22,6.0,84.86666666666672,28.0,76.6482142857143,106.0,73.23896226415094,1.0,0.0,7.0,0.0,24.0,0.0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6141,24.72,1.0,24.72000000000017,19.0,71.10052631578951,77.0,80.144025974026,1.0,0.0,2.0,0.0,15.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6142,126.91,3.0,111.86000000000001,16.0,101.525625,64.0,90.18562499999996,0.0,0.0,7.0,0.0,12.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6143,4.96,6.0,13.811666666666662,16.0,10.304374999999997,103.0,9.001553398058252,0.0,0.0,3.0,0.0,14.0,0.0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6144,21.48,2.0,18.78499999999999,7.0,22.419999999999987,41.0,27.31317073170729,1.0,0.0,9.0,0.0,24.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6145,13.51,3.0,18.036666666666665,26.0,24.862307692307674,82.0,25.358170731707325,1.0,0.0,6.0,0.0,16.0,0.0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6146,25.6,4.0,20.97749999999997,25.0,19.667199999999976,115.0,18.66382608695654,2.0,0.0,4.0,0.0,20.0,0.0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6147,97.83,7.0,87.0285714285714,26.0,91.94653846153838,115.0,89.92765217391302,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6148,25.82,1.0,25.82000000000001,7.0,17.837142857142855,14.0,17.155,1.0,0.0,7.0,0.0,24.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6149,23.09,3.0,20.549999999999994,31.0,16.02709677419355,100.0,16.03959999999999,0.0,0.0,5.0,0.0,20.0,0.0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6150,1.87,4.0,10.037500000000017,15.0,12.924666666666651,72.0,14.093055555555555,0.0,0.0,4.0,0.0,13.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6151,27.31,2.0,35.79500000000002,8.0,32.675,32.0,28.982187500000016,0.0,0.0,8.0,0.0,24.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6152,6.09,3.0,12.549999999999988,8.0,15.055000000000005,60.0,15.146833333333324,1.0,0.0,3.0,0.0,20.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6153,68.92,2.0,65.37499999999999,19.0,67.35210526315795,73.0,64.29191780821914,1.0,0.0,4.0,0.0,25.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6154,168.29,3.0,113.32666666666667,22.0,88.71272727272729,96.0,95.44322916666674,1.0,0.0,4.0,0.0,14.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6155,62.7,2.0,86.32000000000008,13.0,69.78076923076918,75.0,61.87853333333337,0.0,0.0,5.0,0.0,31.0,0.0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6156,30.78,1.0,30.780000000000012,8.0,33.655,26.0,37.51923076923078,2.0,0.0,7.0,0.0,17.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6157,11.2,3.0,13.519999999999996,18.0,20.49499999999999,82.0,23.244878048780496,0.0,0.0,2.0,0.0,13.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6158,148.84,8.0,106.93875000000006,34.0,80.55941176470583,123.0,78.06951219512197,0.0,0.0,8.0,0.0,26.0,0.0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6159,121.0,4.0,99.9475000000001,15.0,98.57133333333326,81.0,94.15506172839508,0.0,0.0,5.0,0.0,19.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6160,23.38,4.0,25.820000000000018,19.0,28.61526315789474,96.0,31.823125000000005,0.0,0.0,1.0,0.0,10.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6161,15.7,2.0,12.139999999999983,22.0,21.65454545454546,83.0,17.57036144578313,2.0,0.0,8.0,0.0,23.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6162,14.76,3.0,27.36333333333334,12.0,36.15749999999999,43.0,37.91813953488373,1.0,0.0,5.0,0.0,18.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6163,12.05,3.0,13.256666666666666,22.0,13.085909090909096,74.0,10.596486486486484,0.0,0.0,6.0,0.0,28.0,0.0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6164,3.87,3.0,9.676666666666664,19.0,10.223684210526324,87.0,13.475862068965524,1.0,0.0,3.0,0.0,20.0,0.05,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6165,42.51,3.0,82.12666666666668,20.0,92.95400000000004,98.0,96.64857142857147,1.0,0.0,5.0,0.0,18.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6166,12.0,3.0,10.100000000000003,25.0,13.1236,110.0,12.23463636363636,1.0,0.0,5.0,0.0,26.0,0.0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6167,68.08,3.0,45.64999999999998,6.0,60.561666666666675,34.0,70.92058823529409,3.0,0.0,9.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6168,15.88,1.0,15.879999999999969,20.0,23.524499999999996,83.0,24.572771084337347,1.0,0.0,3.0,0.0,24.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6169,151.73,6.0,94.1000000000001,25.0,74.32079999999995,111.0,85.55657657657659,1.0,0.0,4.0,0.0,25.0,0.0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6170,102.17,5.0,68.51599999999995,22.0,58.92045454545455,98.0,56.336530612244886,0.0,0.0,1.0,0.0,14.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6171,10.81,1.0,10.809999999999905,16.0,22.458750000000016,106.0,23.096792452830222,1.0,0.0,6.0,0.0,25.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6172,9.35,3.0,10.393333333333336,24.0,9.114999999999997,105.0,9.701428571428572,1.0,0.0,4.0,0.0,16.0,0.0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6173,28.25,1.0,28.250000000000007,9.0,14.233333333333327,30.0,16.521333333333324,0.0,0.0,1.0,0.0,19.0,0.05263157894736842,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6174,37.28,4.0,38.47750000000001,20.0,24.8855,65.0,25.187538461538455,1.0,0.0,5.0,0.0,14.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6175,55.84,2.0,28.92000000000003,14.0,21.77857142857143,57.0,22.059824561403506,2.0,0.0,8.0,0.0,31.0,0.0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6176,21.04,4.0,17.97500000000001,15.0,19.0,70.0,15.39871428571428,3.0,0.0,5.0,0.0,19.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6177,34.62,4.0,30.697500000000026,17.0,37.20411764705884,58.0,41.78999999999999,0.0,0.0,3.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6178,74.9,6.0,119.24999999999993,20.0,113.91399999999987,101.0,105.99980198019801,0.0,0.0,6.0,0.0,29.0,0.0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6179,119.63,8.0,105.01125000000005,19.0,87.36263157894736,95.0,81.10926315789472,0.0,0.0,1.0,0.0,6.0,0.0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6180,49.3,4.0,49.037499999999994,17.0,39.395294117647076,64.0,40.43374999999999,1.0,0.0,4.0,0.0,19.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6181,84.03,1.0,84.02999999999993,14.0,60.56071428571424,53.0,66.24867924528307,0.0,0.0,4.0,0.0,23.0,0.0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6182,34.94,2.0,26.02499999999997,16.0,27.448125000000026,104.0,30.100480769230742,1.0,0.0,3.0,0.0,12.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6183,13.53,2.0,16.62000000000005,21.0,14.406190476190474,111.0,13.129099099099099,0.0,0.0,3.0,0.0,19.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
